City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,meybod,0,IR,1562272329,14,32.25,54.02,95.0,9.17
384,tazovskiy,100,RU,1562272329,64,67.47,78.7,58.69,10.87
385,sao filipe,68,CV,1562272329,86,14.9,-24.5,73.81,17.9
386,juneau,40,US,1562272330,64,58.3,-134.42,71.6,10.29
387,port hawkesbury,1,CA,1562272330,64,45.62,-61.36,75.0,12.75
388,trang,94,TH,1562272330,88,7.56,99.61,74.91,2.64
389,rognan,75,NO,1562272330,100,67.1,15.4,48.99,11.41
390,coaldale,90,CA,1562272057,67,49.73,-112.62,60.8,8.05
391,shache,0,CN,1562272332,97,38.42,77.24,75.0,6.42
392,saint-joseph,0,FR,1562272332,74,43.56,6.97,80.6,2.62
393,kaya,92,NG,1562272332,36,13.31,12.68,90.12,11.59
394,strezhevoy,0,RU,1562272333,93,60.73,77.6,66.2,4.47
395,ludvika,100,SE,1562272333,93,60.15,15.18,48.99,8.05
396,tomatlan,1,MX,1562272333,56,19.93,-105.25,87.11,8.5
397,ban nahin,100,LA,1562272334,99,18.24,104.21,71.99,4.07
398,pozo colorado,100,PY,1562272334,49,-23.49,-58.8,56.44,7.31
399,bogorodskoye,36,RU,1562272334,91,52.37,140.44,54.32,10.38
400,lorengau,99,PG,1562272334,83,-2.02,147.27,77.97,3.76
401,minab,0,IR,1562272335,66,27.15,57.07,91.4,3.11
402,zhanakorgan,0,KZ,1562272335,36,43.91,67.25,77.43,4.12
403,teya,40,MX,1562272335,52,21.05,-89.07,93.99,5.82
404,buchanan,75,LR,1562272336,94,5.88,-10.05,77.0,17.81
405,rundu,0,NA,1562272336,36,-17.91,19.77,60.8,3.36
406,taoudenni,8,ML,1562272336,12,22.68,-3.98,105.18,13.27
407,yilan,99,CN,1562272337,94,43.11,129.52,59.81,3.04
408,robertsport,100,LR,1562272337,90,6.75,-11.37,77.46,9.98
409,gueret,0,FR,1562272139,50,46.17,1.87,78.8,6.93
410,pevek,100,RU,1562272337,93,69.7,170.27,35.06,11.63
411,ontario,1,US,1562272338,50,34.07,-117.65,84.99,9.17
412,half moon bay,90,US,1562272338,87,37.46,-122.43,79.0,4.7
413,prince rupert,1,CA,1562272222,82,54.32,-130.32,60.8,8.05
414,hornepayne,0,CA,1562272338,29,49.22,-84.78,87.9,12.77
415,beterou,100,BJ,1562272339,95,9.2,2.26,73.16,5.95
416,arlit,8,NE,1562272339,26,18.74,7.39,97.28,16.6
417,ormara,32,PK,1562272339,84,25.21,64.64,81.78,10.22
418,pirapozinho,90,BR,1562272339,88,-22.27,-51.5,69.8,6.93
419,charlottetown,40,CA,1562272146,56,46.23,-63.13,79.0,8.05
420,adrar,0,DZ,1562272340,8,27.87,-0.29,109.4,21.92
421,coihaique,75,CL,1562272340,99,-45.58,-72.07,42.8,3.6
422,ozernovskiy,83,RU,1562272340,97,51.5,156.52,43.21,2.37
423,ostrov,32,RU,1562272341,62,57.34,28.36,55.4,8.95
424,lakes entrance,9,AU,1562272341,96,-37.88,147.99,37.0,3.24
425,sorokino,52,RU,1562272341,86,51.22,37.86,52.82,7.76
426,pochutla,75,MX,1562272342,59,15.74,-96.47,91.4,14.99
427,bagotville,90,AU,1562272342,87,-28.98,153.42,60.8,14.99
428,tabory,100,PL,1562272342,53,53.89,19.53,64.0,16.91
429,south lake tahoe,1,US,1562272052,37,38.93,-119.98,84.0,4.7
430,norman wells,90,CA,1562272074,43,65.28,-126.83,71.6,5.82
431,petropavlovskoye,75,RU,1562272343,93,46.79,142.5,51.8,2.24
432,muncar,94,ID,1562272343,98,-8.43,114.34,71.4,2.42
433,vanimo,68,PG,1562272343,82,-2.67,141.3,79.41,10.09
434,belaya gora,100,RU,1562272344,86,68.54,146.19,49.92,9.35
435,cayenne,75,GF,1562272344,74,4.94,-52.33,84.2,10.29
436,myre,100,SE,1562272344,81,62.25,17.37,48.99,1.12
437,kidal,95,ML,1562272344,12,18.44,1.41,98.96,5.37
438,baghdad,0,IQ,1562272274,22,33.3,44.38,87.8,4.7
439,atar,10,MR,1562272345,9,20.52,-13.05,104.55,17.07
440,huicungo,20,PE,1562272345,56,-7.28,-76.8,93.2,3.51
441,ostersund,75,SE,1562272346,87,63.18,14.64,46.99,9.17
442,san quintin,57,PH,1562272346,88,17.54,120.52,74.89,2.64
443,cabatuan,51,PH,1562272346,89,16.95,121.67,73.52,0.47
444,omaruru,0,NA,1562272346,17,-21.42,15.95,54.91,5.55
445,mecca,0,SA,1562272055,41,21.43,39.83,83.82,5.32
446,ulaanbaatar,0,MN,1562272347,67,47.92,106.92,57.2,11.18
447,marsa matruh,40,EG,1562272347,78,31.35,27.25,78.8,5.82
448,znamenskoye,4,RU,1562272347,98,57.13,73.82,53.85,2.57
449,west wendover,1,US,1562272348,25,40.74,-114.07,77.0,9.17
450,poli,42,CM,1562272348,90,8.48,13.24,73.85,2.17
451,karakol,0,KG,1562272348,61,42.49,78.39,57.2,5.97
452,fort nelson,75,CA,1562272349,45,58.81,-122.69,66.2,6.93
453,gondanglegi,38,ID,1562272349,94,-7.75,112.01,71.24,5.66
454,ipixuna,40,BR,1562272349,94,-1.76,-48.8,75.2,4.7
455,victor harbor,0,AU,1562272350,93,-35.55,138.62,52.0,5.82
456,acandi,20,CO,1562272350,70,8.51,-77.28,83.1,5.84
457,maputo,0,MZ,1562272107,45,-25.97,32.57,66.2,10.29
458,kasama,35,ZM,1562272350,67,-10.21,31.19,59.66,5.3
459,inhambane,0,MZ,1562272351,82,-23.87,35.38,64.4,4.74
460,naranjito,20,PR,1562272351,66,18.3,-66.25,89.6,17.22
461,burriana,0,ES,1562272351,65,39.89,-0.08,82.4,4.7
462,omsukchan,0,RU,1562272351,43,62.53,155.8,60.45,10.63
463,mogok,100,MM,1562272352,93,22.92,96.51,69.47,3.58
464,esil,0,KZ,1562272352,75,51.96,66.41,62.76,4.88
465,alghero,0,IT,1562272199,88,40.56,8.32,78.8,6.93
466,lardos,20,GR,1562272352,88,36.09,28.02,77.0,10.29
467,alibag,75,IN,1562272353,89,18.64,72.88,84.2,6.93
468,the valley,75,AI,1562272353,66,18.22,-63.06,87.8,16.11
469,tiznit,0,MA,1562272354,86,29.7,-9.73,66.56,9.98
470,port hueneme,40,US,1562272354,73,34.15,-119.2,81.0,12.75
471,nemuro,100,JP,1562272355,97,43.32,145.57,51.45,11.16
472,arkadak,0,RU,1562272355,81,51.94,43.49,51.92,5.99
473,mayahi,90,NE,1562272355,39,13.95,7.67,93.77,9.84
474,salisbury,99,GB,1562272355,49,51.07,-1.8,73.4,3.36
475,tommot,100,RU,1562272356,73,58.97,126.27,49.44,5.95
476,carbondale,20,US,1562272120,74,38.82,-95.69,84.0,8.05
477,sao jose da coroa grande,0,BR,1562272356,93,-8.9,-35.15,73.74,4.43
478,paamiut,70,GL,1562272357,79,61.99,-49.67,45.05,1.72
479,sinnamary,0,GF,1562272357,80,5.38,-52.96,81.39,15.3
480,turukhansk,0,RU,1562272357,63,65.8,87.96,66.75,7.54
481,kirkland lake,1,CA,1562272357,35,48.15,-80.03,87.8,16.11
482,ocean city,1,US,1562272338,70,30.44,-86.61,99.0,5.82
483,libertador general san martin,95,AR,1562272358,50,-23.81,-64.79,57.07,3.85
484,bonavista,100,CA,1562272358,79,48.65,-53.11,50.0,1.99
485,sept-iles,75,CA,1562272247,64,50.2,-66.38,69.8,8.05
486,aksarka,99,RU,1562272359,83,66.56,67.8,66.09,1.3
487,los llanos de aridane,75,ES,1562272286,73,28.66,-17.92,71.6,9.17
488,mega,0,ET,1562272359,48,4.06,38.32,73.5,12.48
489,masaki,75,JP,1562272359,83,33.79,132.71,71.6,3.36
490,camocim,54,BR,1562272245,83,-2.9,-40.84,78.31,5.64
491,tonk,100,IN,1562272360,71,26.16,75.79,82.97,10.63
492,moree,0,AU,1562272360,76,-29.46,149.84,50.0,9.17
493,iberia,44,PE,1562272360,43,-11.41,-69.49,90.14,5.14
494,batemans bay,100,AU,1562272360,96,-35.71,150.18,50.0,5.99
495,qorveh,0,IR,1562272361,16,35.17,47.8,65.73,8.37
496,pergamino,0,AR,1562272361,45,-33.9,-60.57,48.0,4.0
497,izhma,68,RU,1562272361,97,65.01,53.91,57.23,3.51
498,nalut,0,LY,1562272362,40,31.86,10.98,80.2,10.09
499,livramento,75,BR,1562272362,88,-3.03,-60.18,77.0,3.36
500,hsinchu,75,TW,1562272283,74,24.8,120.97,86.0,18.34
501,oranjemund,0,ZA,1562272362,90,-28.55,16.43,56.03,8.39
502,altay,100,CN,1562272363,90,47.83,88.13,47.31,1.12
503,tsabong,0,BW,1562272363,49,-26.02,22.4,50.05,1.59
504,shingu,99,JP,1562272363,93,33.72,135.99,67.13,3.67
505,noumea,0,NC,1562272207,93,-22.28,166.46,62.6,12.01
506,tigil,0,RU,1562272364,61,57.8,158.67,57.54,0.74
507,polson,20,US,1562272119,49,47.69,-114.16,75.0,6.93
508,basoko,41,CD,1562272364,74,1.23,23.61,76.1,1.86
509,shaoxing,20,CN,1562272364,88,30.0,120.58,79.0,4.47
510,faanui,99,PF,1562272365,77,-16.48,-151.75,75.84,29.46
511,norton,1,US,1562272365,33,41.97,-71.19,91.4,8.05
512,sabha,0,LY,1562272365,12,27.03,14.43,90.68,2.19
513,cobija,40,BR,1562272366,49,-11.02,-68.77,93.2,11.41
514,umm lajj,0,SA,1562272366,62,25.02,37.27,86.3,7.83
515,flinders,90,AU,1562272366,100,-34.58,150.85,57.99,8.05
516,svetlogorsk,20,RU,1562272366,77,53.14,59.15,60.8,8.95
517,maraa,2,BR,1562272367,66,-1.83,-65.37,86.14,1.36
518,minbu,100,MM,1562272367,92,20.18,94.88,75.9,2.3
519,umarkot,0,PK,1562272367,76,25.37,69.74,83.75,21.81
520,nieuwpoort,100,BE,1562272367,77,51.13,2.75,64.4,1.12
521,grafton,32,AU,1562272368,100,-29.69,152.93,57.0,5.82
522,ayan,0,IR,1562272368,49,38.23,44.7,56.22,5.23
523,estancia,1,US,1562272368,11,34.76,-106.06,96.01,8.05
524,buin,0,CL,1562272369,33,-33.73,-70.74,62.6,1.12
525,quixeramobim,18,BR,1562272369,68,-5.2,-39.3,76.92,3.4
526,berdigestyakh,100,RU,1562272369,93,62.1,126.7,46.97,7.74
527,havoysund,75,NO,1562272369,81,71.0,24.66,48.2,6.93
528,bolu,0,TR,1562272217,95,40.73,31.61,61.79,0.76
529,ventspils,90,LV,1562272370,93,57.39,21.56,57.2,17.22
530,hearst,0,CA,1562272370,23,49.69,-83.67,92.03,12.08
531,ust-omchug,100,RU,1562272371,80,61.13,149.63,49.31,10.11
532,marystown,88,CA,1562272371,81,47.17,-55.16,54.87,11.01
533,yulara,0,AU,1562272371,56,-25.24,130.99,41.0,4.7
534,tutayev,90,RU,1562272371,93,57.89,39.54,50.0,17.9
535,rabat,20,MA,1562272320,68,34.02,-6.83,69.01,9.17
536,zhigansk,100,RU,1562272372,74,66.77,123.37,50.9,3.04
537,puerto cabezas,75,NI,1562272372,74,14.04,-83.39,87.8,9.17
538,merrill,1,US,1562272373,28,42.03,-121.6,75.0,8.05
539,xingyi,99,CN,1562272374,97,24.19,102.82,61.16,3.15
540,doha,0,QA,1562272182,32,25.29,51.53,98.6,10.29
541,awjilah,0,LY,1562272374,50,29.14,21.3,77.21,15.01
542,birao,0,CF,1562272375,66,10.3,22.78,79.62,5.03
